i,j,x,y,z
0,0,-10.8872, -0.387038, 0.718381
0,1,-10.6798, -0.147348, 0.71593
0,2,-10.2739, 0.291517, 0.627893
0,3,-9.49403, 1.09099, 0.529257
0,4,-3.34052, 6.68293, 0.448347
0,5,-1.89305, 7.67195, 0.710875
0,6,-0.749553, 8.25178, 0.782513
0,7,-0.299441, 8.25366, 0.801408
0,8,-0.284739, 7.85471, 0.714346
0,9,-0.217084, 7.0419, 0.590908
1,0,-10.5437, 0.0581936, 0.685891
1,1,-10.3717, 0.283265, 0.660186
1,2,-9.92679, 0.835159, 0.592361
1,3,-9.16278, 1.69353, 0.540734
1,4,-3.74872, 7.04756, 0.541762
1,5,-2.22753, 8.05246, 0.799221
1,6,-0.902066, 8.66115, 0.854939
1,7,-0.322081, 8.78162, 0.861425
1,8,-0.238977, 8.50811, 0.789838
1,9,-0.162284, 7.82738, 0.74136
2,0,-9.93579, 0.980902, 0.536559
2,1,-9.70276, 1.32599, 0.483177
2,2,-9.18033, 1.97976, 0.474028
2,3,-8.42512, 2.81089, 0.458032
2,4,-4.06997, 7.178, 0.473567
2,5,-2.51257, 8.15558, 0.725838
2,6,-1.24076, 8.72618, 0.816965
2,7,-0.550078, 8.92372, 0.872549
2,8,-0.323078, 8.76077, 0.894344
2,9,-0.1829, 8.24638, 0.855403
3,0,-9.18035, 1.87872, 0.347889
3,1,-8.83772, 2.44115, 0.331877
3,2,-8.17615, 3.252, 0.393072
3,3,-7.29596, 4.11254, 0.457568
3,4,-3.88535, 7.3532, 0.550777
3,5,-2.40121, 8.24579, 0.790913
3,6,-1.34395, 8.71262, 0.885206
3,7,-0.706926, 8.90447, 0.954659
3,8,-0.38154, 8.8122, 0.982827
3,9,-0.182412, 8.34851, 0.960259
4,0,-5.75172, 3.85952, -0.191944
4,1,-6.02383, 4.72062, -0.0107256
4,2,-5.63428, 5.70659, 0.203558
4,3,-4.98525, 6.41956, 0.347836
4,4,-3.77025, 7.27671, 0.550679
4,5,-2.34328, 8.12983, 0.783581
4,6,-1.40289, 8.53718, 0.917535
4,7,-0.73732, 8.72265, 1.00025
4,8,-0.319664, 8.62156, 1.0777
4,9,-0.107037, 8.06474, 1.01448
5,0,-4.7097, 3.31477, -0.0615218
5,1,-5.44092, 4.33691, -0.00431686
5,2,-5.02085, 5.34082, 0.164455
5,3,-4.52021, 6.26507, 0.298123
5,4,-3.55228, 7.09237, 0.48909
5,5,-2.24772, 7.89005, 0.789599
5,6,-1.38967, 8.28061, 0.919808
5,7,-0.730922, 8.43203, 0.995197
5,8,-0.273233, 8.26426, 1.0681
5,9,-0.102937, 7.53685, 0.994547
6,0,-3.27063, 2.51035, -0.0158739
6,1,-3.88825, 3.56101, 0.0151408
6,2,-3.88921, 4.63095, 0.154858
6,3,-3.61922, 5.62854, 0.306689
6,4,-3.06315, 6.56654, 0.500874
6,5,-1.93531, 7.38822, 0.75166
6,6,-1.25623, 7.70738, 0.916438
6,7,-0.639668, 7.79705, 0.963907
6,8,-0.218494, 7.44857, 0.967431
6,9,-0.0960707, 6.31747, 0.828664
7,0,-1.81976, 1.42307, 0.0256217
7,1,-2.37377, 2.30002, 0.0539976
7,2,-2.57049, 3.30306, 0.149572
7,3,-2.55047, 4.28452, 0.284341
7,4,-2.24647, 5.20068, 0.45354
7,5,-1.51233, 5.99391, 0.632646
7,6,-1.0634, 6.34543, 0.740781
7,7,-0.602179, 6.27203, 0.779048
7,8,-0.195196, 5.73296, 0.774263
7,9,-0.0383596, 4.67442, 0.639592
8,0,-0.605138, 0.424691, 0.00510508
8,1,-0.98577, 1.00635, -0.0181352
8,2,-1.23478, 1.73175, 0.0453624
8,3,-1.35687, 2.49824, 0.154413
8,4,-1.31452, 3.27908, 0.261281
8,5,-0.942998, 3.9479, 0.392581
8,6,-0.762171, 4.26383, 0.476277
8,7,-0.492214, 4.13638, 0.495537
8,8,-0.1859, 3.60775, 0.48563
8,9,-0.0385548, 2.81199, 0.378803
9,0,0.0173, 0, 0.0144
9,1,-0.117327, 0.252278, 0.0136642
9,2,-0.227317, 0.586434, 0.060517
9,3,-0.316053, 0.962311, 0.109477
9,4,-0.333623, 1.39913, 0.17487
9,5,-0.321913, 1.78157, 0.226712
9,6,-0.268178, 1.87587, 0.252455
9,7,-0.215692, 1.82888, 0.246618
9,8,-0.0647373, 1.50145, 0.224916
9,9,-0.00664345, 1.07428, 0.170437
