i,j,x,y,z
0,0,-10.2425, -0.0583089, 0.61883
0,1,-10.3264, -0.0298747, 0.649153
0,2,-10.2411, 0.147483, 0.631632
0,3,-9.77992, 0.678977, 0.573259
0,4,-3.34052, 6.68293, 0.448347
0,5,-1.89305, 7.67195, 0.710875
0,6,-0.749553, 8.25178, 0.782513
0,7,-0.299441, 8.25366, 0.801408
0,8,-0.284739, 7.85471, 0.714346
0,9,-0.217084, 7.0419, 0.590908
1,0,-10.2868, 0.0298961, 0.640418
1,1,-10.2594, 0.116606, 0.639558
1,2,-10.0727, 0.429902, 0.61476
1,3,-9.55419, 1.08526, 0.578458
1,4,-3.74872, 7.04756, 0.541762
1,5,-2.22753, 8.05246, 0.799221
1,6,-0.902066, 8.66115, 0.854939
1,7,-0.322081, 8.78162, 0.861425
1,8,-0.238977, 8.50811, 0.789838
1,9,-0.162284, 7.82738, 0.74136
2,0,-9.99146, 0.681266, 0.461985
2,1,-9.86502, 0.900049, 0.441953
2,2,-9.53326, 1.38624, 0.442561
2,3,-8.95077, 2.10702, 0.439873
2,4,-4.19959, 7.13865, 0.492778
2,5,-2.65748, 8.09626, 0.732656
2,6,-1.24076, 8.72618, 0.816965
2,7,-0.550078, 8.92372, 0.872549
2,8,-0.323078, 8.76077, 0.894344
2,9,-0.1829, 8.24638, 0.855403
3,0,-9.30268, 1.78794, 0.239686
3,1,-9.0565, 2.19288, 0.251551
3,2,-8.59941, 2.79182, 0.316395
3,3,-7.94066, 3.49265, 0.387162
3,4,-4.36245, 7.14639, 0.552419
3,5,-2.80692, 8.06342, 0.783225
3,6,-1.45024, 8.67093, 0.884662
3,7,-0.696003, 8.92731, 0.939255
3,8,-0.384199, 8.84454, 0.962686
3,9,-0.195767, 8.40771, 0.939802
4,0,-6.41987, 4.39902, -0.442325
4,1,-6.46782, 5.15287, -0.218356
4,2,-6.08368, 5.89221, 0.0170801
4,3,-5.41968, 6.4577, 0.196136
4,4,-4.21882, 7.23107, 0.498531
4,5,-2.78999, 8.05375, 0.697425
4,6,-1.50769, 8.63818, 0.868282
4,7,-0.818826, 8.87897, 0.917824
4,8,-0.420288, 8.84709, 0.983134
4,9,-0.162355, 8.42086, 0.948762
5,0,-6.10673, 4.21204, -0.530486
5,1,-6.2947, 5.07468, -0.255002
5,2,-5.76691, 5.93885, 0.0146597
5,3,-4.95504, 6.65155, 0.190155
5,4,-3.8102, 7.41749, 0.473374
5,5,-2.49592, 8.18079, 0.70104
5,6,-1.33526, 8.73838, 0.897689
5,7,-0.779173, 8.93148, 0.938227
5,8,-0.425942, 8.89645, 0.990553
5,9,-0.229046, 8.44248, 0.956104
6,0,-5.15612, 3.78449, -0.332992
6,1,-5.73003, 4.80298, -0.225417
6,2,-5.26494, 5.82628, -0.0459444
6,3,-4.53317, 6.59286, 0.190881
6,4,-3.47875, 7.38176, 0.462502
6,5,-2.28414, 8.13742, 0.666773
6,6,-1.22228, 8.67024, 0.899524
6,7,-0.730498, 8.8388, 0.932166
6,8,-0.413278, 8.76199, 0.95234
6,9,-0.26244, 8.218, 0.883721
7,0,-3.9328, 2.99321, -0.218036
7,1,-4.54749, 4.12206, -0.180895
7,2,-4.58576, 5.32015, -0.105865
7,3,-3.88727, 6.18676, 0.161348
7,4,-2.96859, 7.14514, 0.443629
7,5,-2.05149, 7.92854, 0.628
7,6,-1.08501, 8.49066, 0.869111
7,7,-0.692392, 8.61395, 0.90837
7,8,-0.388892, 8.47419, 0.930412
7,9,-0.249288, 7.82498, 0.872067
8,0,-2.58231, 1.98673, -0.165344
8,1,-3.1563, 2.98209, -0.165611
8,2,-3.31795, 4.17175, -0.0468745
8,3,-3.00311, 5.24609, 0.147467
8,4,-2.37708, 6.33177, 0.402845
8,5,-1.58539, 7.37421, 0.61737
8,6,-0.947338, 7.95085, 0.793469
8,7,-0.665071, 8.01377, 0.846992
8,8,-0.365371, 7.79568, 0.921371
8,9,-0.207088, 7.00556, 0.862219
9,0,-1.1364, 0.993917, -0.031677
9,1,-1.52284, 1.68219, -0.0306184
9,2,-1.75537, 2.71666, 0.065713
9,3,-1.73848, 3.77611, 0.18916
9,4,-1.54844, 4.86933, 0.343024
9,5,-1.16187, 5.827, 0.493723
9,6,-0.712694, 6.46186, 0.671971
9,7,-0.53402, 6.53475, 0.701612
9,8,-0.323274, 6.22324, 0.722878
9,9,-0.178563, 5.34154, 0.64375
