i,j,x,y
0,0,0.0009, 0.0034
0,1,0.0184, 0.0139
0,2,0.0111, 0.0068
0,3,0.0197, 0.0009
0,4,0.0083, 0.0183
0,5,0.0097, 0.0013
0,6,0.0066, 0.016
0,7,0.0027, 0.0081
0,8,0.0142, 0.0179
0,9,0.011, 0.0002
1,0,38.2119, 21.2852
1,1,42.9435, 24.3993
1,2,42.7235, 24.9783
1,3,37.9307, 22.8286
1,4,30.6668, 18.9009
1,5,11.0001, 9.05317
1,6,5.05041, 4.02472
1,7,0.0006, 0.0021
1,8,0.0041, 0.018
1,9,0.003, 0.0101
2,0,127.254, 75.7934
2,1,141.757, 84.4584
2,2,140.822, 84.754
2,3,126.452, 77.0535
2,4,97.3164, 59.5701
2,5,49.8482, 32.3058
2,6,22.5252, 14.3326
2,7,0.0022, 0.0147
2,8,0.0103, 0.0146
2,9,0.0058, 0.0183
3,0,216.075, 130.458
3,1,241.249, 144.442
3,2,236.963, 143.371
3,3,214.517, 131.783
3,4,167.87, 103.46
3,5,104.436, 66.7256
3,6,56.3376, 35.7395
3,7,11.4638, 8.0904
3,8,5.03974, 3.19381
3,9,0.0187, 0.0121
4,0,302.497, 190.894
4,1,343.203, 207.578
4,2,324.486, 201.404
4,3,297.281, 187.426
4,4,236.551, 150.488
4,5,159.091, 102.958
4,6,85.8626, 55.3377
4,7,15.6826, 11.0021
4,8,6.69182, 4.23533
4,9,0.0034, 0.0047
5,0,344.899, 228.021
5,1,373.322, 240.663
5,2,368.51, 233.088
5,3,347.873, 219.54
5,4,269.187, 173.311
5,5,183.669, 118.613
5,6,100.899, 65.0442
5,7,19.7554, 13.7699
5,8,8.15416, 5.16671
5,9,0.0024, 0.0009
6,0,317.242, 242.32
6,1,331.84, 247.481
6,2,338.339, 243.858
6,3,327.384, 231.204
6,4,266.128, 185.695
6,5,190.51, 129.129
6,6,109.027, 71.1308
6,7,21.5863, 15.0334
6,8,8.76241, 5.55117
6,9,0.0077, 0.0182
7,0,283.648, 241.685
7,1,292.653, 247.173
7,2,308.716, 245.656
7,3,302.436, 232.458
7,4,246.69, 182.151
7,5,179.805, 125.249
7,6,102.224, 67.2949
7,7,19.7455, 13.783
7,8,8.15093, 5.15787
7,9,0.0191, 0.0131
8,0,221.15, 227.459
8,1,227.859, 234.362
8,2,236.302, 224.63
8,3,234.018, 206.699
8,4,197.268, 160.947
8,5,151.515, 108.437
8,6,84.509, 55.8813
8,7,15.6922, 11.0006
8,8,6.68933, 4.24224
8,9,0.0118, 0.0078
9,0,146.766, 191.556
9,1,159.818, 200.55
9,2,164.996, 192.696
9,3,162.884, 168.75
9,4,133.105, 124.177
9,5,104.244, 80.4061
9,6,57.2785, 39.4154
9,7,11.4707, 8.08975
9,8,5.03761, 3.20157
9,9,0.0017, 0.0167
