i,j,x,y
0,0,56.175, 35.1421
0,1,56.3815, 35.5844
0,2,49.8045, 31.6802
0,3,39.6665, 25.3616
0,4,18.0342, 12.6725
0,5,0.0097, 0.0013
0,6,0.0066, 0.016
0,7,0.0027, 0.0081
0,8,0.0142, 0.0179
0,9,0.011, 0.0002
1,0,142.299, 88.7358
1,1,144.816, 90.9851
1,2,129.013, 81.7301
1,3,103.873, 66.3034
1,4,53.3577, 34.9363
1,5,11.0001, 9.05317
1,6,5.05041, 4.02472
1,7,0.0006, 0.0021
1,8,0.0041, 0.018
1,9,0.003, 0.0101
2,0,253.731, 157.995
2,1,262.334, 164.612
2,2,235.317, 148.928
2,3,195.855, 124.585
2,4,123.853, 79.7952
2,5,55.9717, 37.5616
2,6,29.5628, 20.1043
2,7,6.68856, 5.33104
2,8,5.0476, 4.01997
2,9,0.0058, 0.0183
3,0,353.83, 219.189
3,1,367.563, 232.06
3,2,320.045, 202.209
3,3,272.305, 173.032
3,4,188.534, 120.879
3,5,109.498, 72.0926
3,6,64.4562, 42.8659
3,7,20.2564, 15.1405
3,8,11.5232, 8.3821
3,9,0.0187, 0.0121
4,0,405.721, 261
4,1,418.186, 262.235
4,2,372.666, 238.152
4,3,328.056, 212.107
4,4,241.748, 159.424
4,5,160.295, 108.017
4,6,97.9227, 66.8748
4,7,32.4175, 24.4728
4,8,19.1034, 14.1894
4,9,0.0034, 0.0047
5,0,399.122, 268.187
5,1,414.003, 275.039
5,2,382.009, 253.086
5,3,348.006, 231.245
5,4,257, 176.654
5,5,178.045, 125.277
5,6,113.449, 77.9516
5,7,39.4166, 29.6649
5,8,22.4985, 16.6928
5,9,0.0024, 0.0009
6,0,354.206, 267.1
6,1,361.052, 270.462
6,2,343.015, 253.528
6,3,320.818, 234.753
6,4,249.618, 184.459
6,5,183.142, 133.763
6,6,120.534, 83.4245
6,7,42.1775, 31.7111
6,8,23.8094, 17.6518
6,9,0.0077, 0.0182
7,0,290.076, 252.072
7,1,292.152, 256.601
7,2,288.412, 243.564
7,3,278.395, 226.757
7,4,224.879, 177.016
7,5,174.774, 131.824
7,6,114.519, 79.7684
7,7,39.4081, 29.6762
7,8,22.4956, 16.6847
7,9,0.0191, 0.0131
8,0,214.642, 229.97
8,1,216.849, 237.393
8,2,213.433, 223.568
8,3,215.959, 204.229
8,4,188.702, 163.37
8,5,153.624, 119.053
8,6,96.7728, 67.3366
8,7,32.4261, 24.4716
8,8,19.1011, 14.1958
8,9,0.0118, 0.0078
9,0,146.413, 196.475
9,1,157.917, 206.678
9,2,162.206, 198.288
9,3,160.96, 175.638
9,4,136.15, 133.93
9,5,111.021, 92.6432
9,6,65.3275, 46.2697
9,7,20.2629, 15.1398
9,8,11.5211, 8.38954
9,9,0.0017, 0.0167
