x,y,r,g,b
0,0,0.0333014, 0.0313621, 0.0252533
0,1,0.0781541, 0.0956951, 0.084869
0,2,0.21449, 0.256166, 0.236766
0,3,0.349156, 0.413233, 0.39348
0,4,0.477917, 0.554207, 0.528666
0,5,0.559355, 0.642167, 0.633007
0,6,0.603264, 0.671992, 0.690963
0,7,0.595183, 0.648785, 0.68714
0,8,0.551529, 0.575852, 0.631667
0,9,0.440296, 0.448155, 0.507899
1,0,0.0865689, 0.0808335, 0.103733
1,1,0.177541, 0.208208, 0.21986
1,2,0.345033, 0.393153, 0.395705
1,3,0.492231, 0.58608, 0.573904
1,4,0.619599, 0.723937, 0.70445
1,5,0.704593, 0.807852, 0.80411
1,6,0.728322, 0.826576, 0.843415
1,7,0.729606, 0.797507, 0.840995
1,8,0.686952, 0.715451, 0.795943
1,9,0.592174, 0.589452, 0.669996
2,0,0.170056, 0.155867, 0.196211
2,1,0.301446, 0.322337, 0.355739
2,2,0.47898, 0.530631, 0.551562
2,3,0.623455, 0.719857, 0.719613
2,4,0.721496, 0.846461, 0.832257
2,5,0.769201, 0.892816, 0.883114
2,6,0.795723, 0.900934, 0.911433
2,7,0.798098, 0.87848, 0.911695
2,8,0.779583, 0.823078, 0.88445
2,9,0.730382, 0.709567, 0.80535
3,0,0.267747, 0.248104, 0.280109
3,1,0.422382, 0.438285, 0.474533
3,2,0.597057, 0.642264, 0.666629
3,3,0.710294, 0.799305, 0.804123
3,4,0.774572, 0.890557, 0.876026
3,5,0.800432, 0.931785, 0.919731
3,6,0.824366, 0.937916, 0.935187
3,7,0.842457, 0.920246, 0.928954
3,8,0.847237, 0.87493, 0.907502
3,9,0.809385, 0.803116, 0.850631
4,0,0.369475, 0.346555, 0.373659
4,1,0.561748, 0.552504, 0.602847
4,2,0.710175, 0.714102, 0.783097
4,3,0.796217, 0.821753, 0.869987
4,4,0.83088, 0.886807, 0.90997
4,5,0.851475, 0.922242, 0.925304
4,6,0.873221, 0.934157, 0.93129
4,7,0.879646, 0.935206, 0.922624
4,8,0.883199, 0.913276, 0.902954
4,9,0.850362, 0.85353, 0.858829
5,0,0.44513, 0.414976, 0.440295
5,1,0.66704, 0.616417, 0.67731
5,2,0.800368, 0.750739, 0.827826
5,3,0.858239, 0.823606, 0.892779
5,4,0.879127, 0.86264, 0.91891
5,5,0.898297, 0.903016, 0.922159
5,6,0.917332, 0.929636, 0.928572
5,7,0.914134, 0.940113, 0.914671
5,8,0.907956, 0.93251, 0.883128
5,9,0.877721, 0.87636, 0.844423
6,0,0.504525, 0.452387, 0.468297
6,1,0.730715, 0.636027, 0.703463
6,2,0.858381, 0.755193, 0.829197
6,3,0.908622, 0.806948, 0.891302
6,4,0.923369, 0.834367, 0.915348
6,5,0.93185, 0.874349, 0.913999
6,6,0.93737, 0.910088, 0.91396
6,7,0.923491, 0.929775, 0.895875
6,8,0.91656, 0.942953, 0.851251
6,9,0.872496, 0.880225, 0.815001
7,0,0.498398, 0.441405, 0.459196
7,1,0.737018, 0.61927, 0.69257
7,2,0.875675, 0.731468, 0.824573
7,3,0.938225, 0.77225, 0.881314
7,4,0.954734, 0.792731, 0.90555
7,5,0.955967, 0.841575, 0.899147
7,6,0.949805, 0.876594, 0.885889
7,7,0.925729, 0.903476, 0.8623
7,8,0.902692, 0.927932, 0.810264
7,9,0.837414, 0.857165, 0.773248
8,0,0.450618, 0.391979, 0.395484
8,1,0.693558, 0.57475, 0.63202
8,2,0.853555, 0.688035, 0.779366
8,3,0.925743, 0.754163, 0.837315
8,4,0.951319, 0.771889, 0.878865
8,5,0.953005, 0.818941, 0.87654
8,6,0.940488, 0.851887, 0.861517
8,7,0.905252, 0.870197, 0.839457
8,8,0.854837, 0.883486, 0.786416
8,9,0.776537, 0.794333, 0.729193
9,0,0.361936, 0.32073, 0.319836
9,1,0.600068, 0.479517, 0.534062
9,2,0.764494, 0.616036, 0.682261
9,3,0.873873, 0.700971, 0.767816
9,4,0.901201, 0.729583, 0.815901
9,5,0.911448, 0.777309, 0.826411
9,6,0.896193, 0.80319, 0.813571
9,7,0.84416, 0.802515, 0.779298
9,8,0.750509, 0.788812, 0.692927
9,9,0.648677, 0.665369, 0.602487
