x,y,r,g,b
0,0,0.0914085, 0.0896473, 0.0970184
0,1,0.166617, 0.192936, 0.199534
0,2,0.340754, 0.423451, 0.425698
0,3,0.481027, 0.622707, 0.625186
0,4,0.59737, 0.784482, 0.783287
0,5,0.656843, 0.877751, 0.880947
0,6,0.68917, 0.915005, 0.919877
0,7,0.695585, 0.911081, 0.92071
0,8,0.689006, 0.872894, 0.889528
0,9,0.637573, 0.76551, 0.790834
1,0,0.20093, 0.196327, 0.258794
1,1,0.334445, 0.367254, 0.427246
1,2,0.507629, 0.586067, 0.637969
1,3,0.616442, 0.762149, 0.797911
1,4,0.697619, 0.886244, 0.906651
1,5,0.730539, 0.955298, 0.96388
1,6,0.758198, 0.980688, 0.982477
1,7,0.771021, 0.978981, 0.983302
1,8,0.781733, 0.962729, 0.973025
1,9,0.783326, 0.900746, 0.920069
2,0,0.339793, 0.317903, 0.417107
2,1,0.507308, 0.514069, 0.61921
2,2,0.649687, 0.695897, 0.790337
2,3,0.721741, 0.826548, 0.893634
2,4,0.76855, 0.918906, 0.95674
2,5,0.795813, 0.964774, 0.98048
2,6,0.830637, 0.992439, 0.993142
2,7,0.847161, 0.991845, 0.993817
2,8,0.863916, 0.98576, 0.990379
2,9,0.878331, 0.960078, 0.972958
3,0,0.512713, 0.445034, 0.586546
3,1,0.669922, 0.617806, 0.781091
3,2,0.762008, 0.735647, 0.899605
3,3,0.806674, 0.826042, 0.944672
3,4,0.836657, 0.900222, 0.972756
3,5,0.854041, 0.952977, 0.986201
3,6,0.887252, 0.992723, 0.995468
3,7,0.903648, 0.995489, 0.995877
3,8,0.917287, 0.992263, 0.994032
3,9,0.924589, 0.979942, 0.984565
4,0,0.633296, 0.529318, 0.700649
4,1,0.774901, 0.669492, 0.878988
4,2,0.842597, 0.747871, 0.950667
4,3,0.872646, 0.817429, 0.971573
4,4,0.89202, 0.887778, 0.981283
4,5,0.903986, 0.943448, 0.986038
4,6,0.93024, 0.992946, 0.990991
4,7,0.944648, 0.99682, 0.991497
4,8,0.952961, 0.995538, 0.989941
4,9,0.955063, 0.988249, 0.982709
5,0,0.740024, 0.582397, 0.764475
5,1,0.868257, 0.687301, 0.902863
5,2,0.921939, 0.733863, 0.955066
5,3,0.940309, 0.791775, 0.966582
5,4,0.955348, 0.85421, 0.969597
5,5,0.973879, 0.923696, 0.969959
5,6,0.989502, 0.989928, 0.970353
5,7,0.990484, 0.996473, 0.969953
5,8,0.991119, 0.99584, 0.967638
5,9,0.985532, 0.989134, 0.959382
6,0,0.797639, 0.600137, 0.773044
6,1,0.923135, 0.684504, 0.897477
6,2,0.96161, 0.72113, 0.93834
6,3,0.970396, 0.777352, 0.938499
6,4,0.977982, 0.848894, 0.933798
6,5,0.98808, 0.918367, 0.928183
6,6,0.984366, 0.986803, 0.914856
6,7,0.980275, 0.994345, 0.909095
6,8,0.974377, 0.995678, 0.905072
6,9,0.963847, 0.98814, 0.897791
7,0,0.80293, 0.591828, 0.744194
7,1,0.932541, 0.678165, 0.863333
7,2,0.975088, 0.714779, 0.914058
7,3,0.983398, 0.772004, 0.914693
7,4,0.988003, 0.841628, 0.908139
7,5,0.99406, 0.917194, 0.899887
7,6,0.981086, 0.984524, 0.875489
7,7,0.972637, 0.991839, 0.856338
7,8,0.958608, 0.993853, 0.847235
7,9,0.936704, 0.983097, 0.831804
8,0,0.768612, 0.556572, 0.671203
8,1,0.923293, 0.658009, 0.797968
8,2,0.976584, 0.704062, 0.869209
8,3,0.989118, 0.764886, 0.881114
8,4,0.993369, 0.831652, 0.873144
8,5,0.993226, 0.906843, 0.857859
8,6,0.973443, 0.977656, 0.80978
8,7,0.957578, 0.986031, 0.787473
8,8,0.931546, 0.98871, 0.769683
8,9,0.883295, 0.968781, 0.75302
9,0,0.667847, 0.486525, 0.574777
9,1,0.848948, 0.601456, 0.724082
9,2,0.936044, 0.676633, 0.798397
9,3,0.969421, 0.747189, 0.830221
9,4,0.980794, 0.811514, 0.826214
9,5,0.981387, 0.886442, 0.804894
9,6,0.960921, 0.961527, 0.750626
9,7,0.937762, 0.971265, 0.727949
9,8,0.883993, 0.967881, 0.709953
9,9,0.807811, 0.931398, 0.673947
