i,j,x,y
0,0,0.0072, 0.0005
0,1,0.0194, 0.0173
0,2,0.0007, 0.0129
0,3,0.0142, 0.0101
0,4,0.013, 0.0193
0,5,0.0087, 0.0067
0,6,0.0131, 0.0186
0,7,0.0106, 0.0028
0,8,0.0084, 0.0099
0,9,0.0108, 0.0142
1,0,4.73627, 5.47633
1,1,15.3936, 16.8427
1,2,27.4702, 32.9367
1,3,41.6114, 49.2017
1,4,50.7428, 59.8667
1,5,53.1095, 62.7552
1,6,50.7215, 59.8541
1,7,41.4148, 48.7887
1,8,27.4662, 33.0477
1,9,15.3568, 16.8326
2,0,9.69915, 14.303
2,1,30.2917, 38.1951
2,2,56.7862, 72.9229
2,3,85.0865, 107.063
2,4,107.464, 129.588
2,5,116.915, 137.804
2,6,114.862, 133.064
2,7,100.124, 112.489
2,8,75.2432, 83.187
2,9,48.2486, 49.3243
3,0,24.2137, 37.8437
3,1,56.0595, 77.5651
3,2,96.2186, 129.934
3,3,136.673, 177.324
3,4,171.667, 205.442
3,5,185.866, 214.684
3,6,183.235, 204.44
3,7,165.582, 177.009
3,8,133.71, 137.729
3,9,93.8714, 89.1032
4,0,63.2753, 67.8975
4,1,106.767, 121.07
4,2,149.461, 178.109
4,3,188.455, 228.107
4,4,226.765, 258.209
4,5,235.28, 266.059
4,6,233.562, 251.755
4,7,211.153, 218.724
4,8,176.369, 176.017
4,9,128.431, 121.101
5,0,103.626, 91.1077
5,1,154.792, 145.114
5,2,192.68, 200.426
5,3,218.479, 247.231
5,4,249.714, 268.627
5,5,258.084, 275.847
5,6,257.477, 263.191
5,7,246.149, 237.674
5,8,210.077, 199.113
5,9,157.33, 143.297
6,0,159.089, 100.612
6,1,214.997, 148.944
6,2,252.255, 197.359
6,3,262.944, 236.539
6,4,280.276, 257.922
6,5,277.624, 268.074
6,6,276.562, 260.288
6,7,269.421, 240.286
6,8,232.777, 209.574
6,9,172.304, 151.734
7,0,182.883, 102.343
7,1,242.644, 145.262
7,2,276.637, 183.449
7,3,285.613, 219.366
7,4,296.137, 243.382
7,5,285.91, 254.723
7,6,281.25, 251.725
7,7,269.645, 233.439
7,8,229.909, 199.379
7,9,168.109, 144.579
8,0,193.849, 93.209
8,1,255.814, 122.61
8,2,295.617, 153.393
8,3,302.02, 182.352
8,4,316.812, 211.849
8,5,299.061, 228.898
8,6,281.601, 221.762
8,7,263.447, 207.299
8,8,214.784, 173.36
8,9,149.274, 122.98
9,0,187.312, 79.9782
9,1,259.512, 103.445
9,2,297.772, 125.473
9,3,305.261, 152.55
9,4,319.478, 184.637
9,5,306.065, 198.493
9,6,267.553, 187.064
9,7,235.108, 170.254
9,8,181.078, 136.815
9,9,116.402, 91.4863
