i,j,x,y
0,0,344.353, 224.595
0,1,326.007, 224.846
0,2,307.911, 227.461
0,3,299.187, 231.396
0,4,430.255, 346.502
0,5,475.345, 317.976
0,6,509.91, 286.613
0,7,537.377, 260.481
0,8,552.725, 246.331
0,9,559.529, 234.77
1,0,326.007, 224.846
1,1,317.809, 225.787
1,2,304.844, 228.259
1,3,298.803, 232.139
1,4,434.831, 336.993
1,5,482.439, 301.266
1,6,512.52, 269.201
1,7,534.592, 245.245
1,8,544.84, 230.401
1,9,548.11, 219.029
2,0,307.911, 227.461
2,1,304.844, 228.259
2,2,299.893, 230.629
2,3,299.037, 234.179
2,4,432.296, 318.091
2,5,480.212, 277.137
2,6,500.655, 245.949
2,7,512.339, 221.796
2,8,523.439, 208.965
2,9,520.852, 192.571
3,0,299.187, 231.396
3,1,298.803, 232.139
3,2,299.037, 234.179
3,3,302.033, 236.795
3,4,407.02, 297.175
3,5,453.336, 257.465
3,6,471.199, 227.005
3,7,480.78, 202.852
3,8,491.218, 186.009
3,9,489.429, 166.372
4,0,254.524, 397.996
4,1,246.951, 381.599
4,2,276.1, 353.699
4,3,314.366, 312.825
4,4,362.055, 272.443
4,5,413.479, 240.581
4,6,441.924, 208.519
4,7,455.45, 191.666
4,8,457.712, 163.944
4,9,453.506, 137.313
5,0,210.489, 363.175
5,1,195.897, 341.471
5,2,220.902, 315.903
5,3,258.673, 281.044
5,4,299.045, 247.983
5,5,372.922, 229.84
5,6,410.338, 203.015
5,7,408.41, 169.09
5,8,417.525, 141.32
5,9,413.449, 108.518
6,0,160.842, 321.283
6,1,146.223, 300.348
6,2,163.731, 282.255
6,3,200.424, 256.029
6,4,243.224, 231.551
6,5,293.842, 208.095
6,6,332.507, 178.958
6,7,354.248, 149.18
6,8,375.357, 120.341
6,9,381.258, 88.4357
7,0,127.182, 289.044
7,1,118.957, 272.319
7,2,125.639, 255.526
7,3,152.519, 236.66
7,4,188.127, 215.789
7,5,228.538, 194.19
7,6,271.429, 161.291
7,7,302.258, 130.533
7,8,333.605, 101.381
7,9,350.672, 73.685
8,0,110.803, 272.174
8,1,101.378, 252.614
8,2,104.569, 240.325
8,3,123.298, 223.241
8,4,147.763, 199.547
8,5,179.83, 174.714
8,6,219.417, 141.094
8,7,256.666, 110.498
8,8,297.703, 82.5078
8,9,323.317, 59.1886
9,0,94.5429, 254.1
9,1,90.9483, 241.473
9,2,90.0106, 229.633
9,3,100.371, 209.619
9,4,121.783, 185.136
9,5,152.311, 157.192
9,6,192.23, 124.657
9,7,235.564, 97.0504
9,8,276.945, 74.2285
9,9,309.363, 56.6237
